"ProfileTypeId","ConstId","ConstName","ConstCat","ConstVal","ConstString","ConstDesc"
"1","4038","nonewout2in                                                     ","I","0","","indicate no new outer to inner join conversion  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10185","InitAddMonthDateCo                                              ","I","0","","Unscaled value of AddMonthDateCo"
"1","4039","notexistsel                                                     ","I","0","","inicate not exists selectivity  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10186","InitAddMonthTimeStampCo                                         ","I","0","","Unscaled value of AddMonthTimeStampCo"
"1","4040","nopushjoin                                                      ","I","0","","to diable push join optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10187","InitAddMonthIntervalCo                                          ","I","0","","Unscaled value of AddMonthIntervalCo"
"1","4041","forcepushjoin                                                   ","I","0","","to force push join optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10188","InitDTDateDiffCo                                                ","I","0","","Unscaled value of DTDateDiffCo"
"1","4042","axpfallback                                                     ","I","0","","indicate Fallback Single Table access path and Single Table Cardinality Estimation to algorithm prior to v2r7  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10189","InitDTTSDiffCo                                                  ","I","0","","Unscaled value of DTTSDiffCo"
"1","4043","nods4sngltblest                                                 ","I","0","","indicate Disable Derived stats for new single table estimations logic  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10190","InitDTTimeDiffCo                                                ","I","0","","Unscaled value of DTTimeDiffCo"
"1","4046","corrmergejoin                                                   ","I","0","","Favor the selection of correlated incl or excl merge joins.   0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10191","InitTS2DateCo                                                   ","I","0","","Unscaled value of TS2DateCo"
"1","4047","nopartremapjoin                                                 ","I","0","","Disable partition-remapping rowkey-based merge joins.  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10192","InitTS2TimeCo                                                   ","I","0","","Unscaled value of TS2TimeCo"
"1","4049","noimprovednestedjoin                                            ","I","0","","Disable improved nested join.  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10193","InitDate2TsTzCo                                                 ","I","0","","Unscaled value of Date2TsTzCo"
"1","4050","nostatsinheritance                                              ","I","0","","indicate No stats inheritance  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10194","InitDec18toIntervalCo                                           ","I","0","","Unscaled value of Dec18toIntervalCo"
"1","4051","nojind4est                                                      ","I","0","","indicate don't use sparse JI for estimations  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10195","InitDecBigtoIntervalCo                                          ","I","0","","Unscaled value of DecBigtoIntervalCo"
"1","4053","noconnectedlookahead                                            ","I","0","","No connected lookahead if enabled  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10196","InitExportDTICo                                                 ","I","0","","Unscaled value of ExportDTICo"
"1","4054","complexviewspool                                                ","I","0","","Do not fold views on outer side with outer joins and NSEs in the WHERE  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10197","InitImportDTICo                                                 ","I","0","","Unscaled value of ImportDTICo"
"1","4055","nomindependset                                                  ","I","0","","Disable building of minimum dependset  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10198","InitBytesFcnCo                                                  ","I","0","","Unscaled value of BytesFcnCo"
"1","4056","noaggrenh                                                       ","I","0","","Feature Aggregation Planning enhancement is turned off DR50796  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10199","InitCharsFcnCo                                                  ","I","0","","Unscaled value of CharsFcnCo"
"1","4057","noskipretaggrenh                                                ","I","0","","Do not parcelize during aggregation  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10200","InitUDTCastOpCo                                                 ","I","0","","Unscaled value of UDTCastOpCo"
"1","4058","noskiplocalaggrenh                                              ","I","0","","Do not skip local cache during aggregation  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10201","InitUDFProctectedCo                                             ","I","0","","Unscaled value of UDFProctectedCo"
"1","4059","noskipcacheaggrenh                                              ","I","0","","Do not skip local and/or global cache during aggregation  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10202","InitUDFNotProctectedCo                                          ","I","0","","Unscaled value of UDFNotProctectedCo"
"1","4060","nobjaggrplancost                                                ","I","0","","Do not add sum step cost during planning  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10203","InitUDMProctectedCo                                             ","I","0","","Unscaled value of UDMProctectedCo"
"1","4061","nodistinctopt                                                   ","I","0","","Disable Distinct optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10204","InitUDMNotProctectedCo                                          ","I","0","","Unscaled value of Minimum cost to execute to a UDM in non protected mode"
"1","4062","oldminusall                                                     ","I","0","","new minus-all implementation  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10205","InitEditCo                                                      ","I","0","","Unscaled value of EditCo"
"1","4063","nopredsimpl                                                     ","I","0","","Disable predicate simplification optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10206","InitDEditCo                                                     ","I","0","","Unscaled value of DEditCo"
"1","4064","noqrweqnull                                                     ","I","0","","to disable mark_NullEq qrw optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10207","InitHashBucketCo                                                ","I","0","","Unscaled value of HashBucketCo"
"1","4065","nouncondufid                                                    ","I","0","","indicate no unconditional unique field ID  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10208","InitHashBakAmpCo                                                ","I","0","","Unscaled value of HashBakAmpCo"
"1","4066","nonewje                                                         ","I","0","","indicate no new join elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10209","InitHashAmpCo                                                   ","I","0","","Unscaled value of HashAmpCo"
"1","4067","nosemipjdpe                                                     ","I","0","","to disable inclusion/exclusion product join with DPE  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10210","InitRelationCo                                                  ","I","0","","Unscaled value of RelationCo"
"1","4068","convertdpetopj                                                  ","I","0","","to onvert an exclusion product join with DPE to an exclusion product join without DPE  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10211","InitCompareRealCo                                               ","I","0","","Unscaled value of CompareRealCo"
"1","4069","oldajirewrite                                                   ","I","0","","indicate old AJI rewrite  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10212","InitCompareIntegerCo                                            ","I","0","","Unscaled value of CompareIntegerCo"
"1","4070","noinlistscan                                                    ","I","0","","indicate No IN-list scan  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10213","InitCompareIntervalCo                                           ","I","0","","Unscaled value of CompareIntervalCo"
"1","4071","nosi                                                            ","I","0","","indicate Don't pick Secondary Index  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10214","InitTrimTrailCf                                                 ","I","0","","Unscaled value of TrimTrailCf"
"1","4072","csecaseoff                                                      ","I","0","","to disable CSE for CASE  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10215","InitTrimTrailOv                                                 ","I","0","","Unscaled value of TrimTrailOv"
"1","4073","disablecharpe                                                   ","I","0","","to disable CHAR partition elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10216","InitTrimBothCf                                                  ","I","0","","Unscaled value of TrimBothCf"
"1","4074","disabledelayedpe                                                ","I","0","","to disable Disable delayed partition elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10217","InitTrimBothOv                                                  ","I","0","","Unscaled value of TrimBothOv"
"1","4075","nomdppiopt                                                      ","I","0","","to diable move date PPI optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10218","InitSubStrCf                                                    ","I","0","","Unscaled value of SubStrCf"
"1","4076","nomdjiopt                                                       ","I","0","","to disable move date JI optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10219","InitSubStrOv                                                    ","I","0","","Unscaled value of SubStrOv"
"1","4077","noqrwopt                                                        ","I","0","","to disable QRW optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10220","InitLikeCompareCf                                               ","I","0","","Unscaled value of LikeCompareCf"
"1","4078","notrcje                                                         ","I","0","","to Disable TRC JE  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10221","InitLikeCompareOv                                               ","I","0","","Unscaled value of LikeCompareOv"
"1","4079","nope4est                                                        ","I","0","","to disable Partition elimination based cost estimation  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10222","InitConcatCf                                                    ","I","0","","Unscaled value of ConcatCf"
"1","4080","no5laforojs                                                     ","I","0","","to disable 5 look ahead join planning for outer joins  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10223","InitConcatOv                                                    ","I","0","","Unscaled value of ConcatOv"
"1","4501","PGBControl                                                      ","I","0","","The value of '0' enables PGB with costing.nThe value of '1' enables PGB (partial SUM) without costing.nThe value of '2' disables PGB.nThe value of '3' disables PGB for PPI tables.nThe value of '4' enables PGB (SORT/GROUP) without costing.nThe default value is 0.n"
"2","10224","InitLowerCf                                                     ","I","0","","Unscaled value of LowerCf"
"1","4502","fudgefactor                                                     ","I","0","","This flag is used to set the fudge factornused in the optimizer. Default is 0. A Value 0 means usenthe default fudge factor of 75%.0n"
"2","10225","InitLowerOv                                                     ","I","0","","Unscaled value of LowerOv"
"1","4503","HTMemAlloc                                                      ","I","20","","HTMemAlloc - This field specifies the percentage of memory to benallocated to a hash table for a hash join.  A value of 0 turns offnhash joins. Valid range is 0 to 10.nThe default value is 10.n"
"2","10226","InitUpperCf                                                     ","I","0","","Unscaled value of UpperCf"
"1","4504","HTMemAllocBase                                                  ","I","20","","The base in megabytes to which thenHTMemAlloc percentage is applied. The valid range isn1-1024, with 20 being the default value"
"2","10227","InitUpperOv                                                     ","I","0","","Unscaled value of UpperOv"
"1","4505","DisableDPE                                                      ","I","0","","DisableDPE  - This flag is used to control dynamicnpartition elimination (DPE). By default, this value is 0.n0 = Allow all DPE (default).n1 = Disable product join DPE.n2 = Disable merge join DPE.n3 = Disable both product and merge join DPE.n4 = Disable product join DPE for multilevel PPI tables.n    Both product and merge join DPE are enabled for single-n    level PPI tables.n5 = Disable product join DPE for multilevel PPI tablesn   and disable DPE for merge join. Product join DPE forn    single-level PPI tables is enabled.n"
"2","10228","InitChar2HexIntCf                                               ","I","0","","Unscaled value of Char2HexIntCf"
"1","4506","WTValidator                                                     ","I","0","","This flag is used to control then white tree validation process. By default, this value is 0.0 = Validate White Tree and die if found problem in final plan (Default).n1 = Validate White Tree and report warning if found problem.n2 = Validate White Tree and auto correct if found problem.n3 = Disable White Tree Validation.n4 = Validate White Tree and die if found problem in intermediate/final plann    (Not recommended in customer side).n"
"2","10229","InitChar2HexIntOv                                               ","I","0","","Unscaled value of Char2HexIntOv"
"1","4507","NoSlidingWindowPPIJoin                                          ","I","0","","This integer determines whether Sliding windownmerge joins are applicable for PPI tables.nBy default the value is 0.n0 = All sliding window joins are enabled.n1 = Basic sliding window joins are disabledn2 = All sliding window joins are disabled n"
"2","10230","InitTranslateCf                                                 ","I","0","","Unscaled value of TranslateCf"
"1","4508","NLookAheadControl                                               ","I","0","","Set a threshold for the numbernof connections among the tables to be joined abovenwhich 2 or more lookahead will be disabled. The thresholdnis set as an integer among 0 .. 100 as follows:n      NLookAheadControl = 100 - a*100/bnHere, a is the maximal number of connections allowed for 2nor more lookahead; b is the maxmial number of possiblenconnections, currently b=2016. The default value fornNLookAheadControl is 0, which means always enable 2 ornmore lookahead.n"
"2","10231","InitTranslateOv                                                 ","I","0","","Unscaled value of TranslateOv"
"1","4509","disable_optimize_Index_ppi                                      ","I","0","","This field enables or disablesn1) the performance enhancements associated withn  eliminating rowids at the secondary index leveln  if there is a residual condition on the partitioningn  column, for a PPI table andn 2) SingleAMP NUSI access, if NUSI index is on the samen   column(s) as NUPI.nA value of 0 enables both the optimization.nA value of 1 disables the eliminating the rowids at then index level optimization.nA value of 2 disables the single amp NUSI optimization.n A value of 3 disables both the optimizations.nThe default is 0.n"
"2","10232","InitUnused1                                                     ","I","0","","Unscaled value of Unused1"
"1","4510","DisableDeferredPartitionDelete                                  ","I","0","","determines whether or not to disable the optimizationnto delete whole partitions of a PPI tablenwithout transient journalling based on analysis of the WHERE conditionnin the DELETE statement.  The default value is 0.n"
"2","10233","InitUnused2                                                     ","I","0","","Unscaled value of Unused2"
"1","4511","FoldRetIntoMrg                                                  ","I","0","","This field enables/disables some additionalnINSERT-SELECT optimization.  Set it to TRUE to enable.  It isndisabled by default."
"2","10234","InitNoAggressiveRowKeyJCost                                     ","I","0","","Unscaled value of NoAggressiveRowKeyJCost"
"1","4512","LimitInlistCVal                                                 ","I","2000","","indicate the number of combined values in Inlist.nThe valid range of values is 1 ..  1048576.nThe default value is 2000."
"2","10235","InitDisableCIReadCost                                           ","I","0","","Unscaled value of DisableCIReadCost"
"1","4513","DisableInclPJDPE                                                ","I","0","","determines whether dynamic partition elimination is disabled for inclusionnproduct joins involving PPI tables.mThe default value of DisableInclPJDPE is 0."
"2","10236","InitDirHJProbeOvCo                                              ","I","0","","Unscaled value of DirHJProbeOvCo"
"1","4514","DPESkewAdjustment                                               ","I","25","","Valid range: 0 - 5000nDefault value: 25"
"2","10237","InitCompareRowidCo                                              ","I","0","","Unscaled value of CompareRowidCo"
"1","4515","DisableExclPJDPE                                                ","I","0","","determines whether dynamic partition elimination is ndisabled for exclusion product joins involving PPI tables.nThe default value of DisableExclPJDPE is 0"
"2","10238","InitHTBuildCf                                                   ","I","0","","Unscaled value of HTBuildCf"
"1","4516","BinaryRange_NThreshold                                          ","I","7","","Valid range is: 0 - 10000nDefault value is 7"
"2","10239","InitHTBuildOv                                                   ","I","0","","Unscaled value of HTBuildOv"
"1","4517","LegacyRange_N                                                   ","I","0","","0 - (default) disable this feature1 - enable this feature "
"2","10240","InitDirHTBuildCf                                                ","I","0","","Unscaled value of DirHTBuildCf"
"1","3037","MinAMPRows4HashPartWithConf                                     ","I","10","","The upper bound of amp rows when Hash Partitioning will be considered with confidence."
"2","10241","InitDirHTBuildOv                                                ","I","0","","Unscaled value of DirHTBuildOv"
"1","3038","MinAMPRows4HashPartWithoutConf                                  ","I","10","","The upper bound of per amp rows when Hash Partitioning will be considered with no confidence."
"2","10242","InitHTProbeCf                                                   ","I","0","","Unscaled value of HTProbeCf"
"1","3039","MinPerAMPGroupCnt                                               ","I","5","","The fudge factor when considering Hash Partitioning by considering number of group by values."
"2","10243","InitHTProbeOv                                                   ","I","0","","Unscaled value of HTProbeOv"
"2","10244","HashProbeSameDBCo                                               ","I","0","","Unscaled value of HashProbeSameDBCo"
"2","10245","InitHashProbeMaxCo                                              ","I","0","","Unscaled value of HashProbeMaxCo"
"2","10246","InitHashProbeLogCf1                                             ","I","0","","Unscaled value of HashProbeLogCf1"
"2","10247","InitHashProbeLogCf2                                             ","I","0","","Unscaled value of HashProbeLogCf2"
"2","10248","InitHashProbePowCf1                                             ","I","0","","Unscaled value of HashProbePowCf1"
"2","10249","InitHashProbePowCf2                                             ","I","0","","Unscaled value of HashProbePowCf2"
"2","10250","InitPJCacheBuildCf                                              ","I","0","","Unscaled value of PJCacheBuildCf"
"2","10251","InitPJCacheBuildOv                                              ","I","0","","Unscaled value of PJCacheBuildOv"
"2","10252","InitPJRowAccessCo                                               ","I","0","","Unscaled value of PJRowAccessCo"
"2","10253","InitMJRowAccessCf                                               ","I","0","","Unscaled value of MJRowAccessCf"
"2","10254","InitMJRowAccessOv                                               ","I","0","","Unscaled value of MJRowAccessOv"
"2","10255","InitHashRowCo                                                   ","I","0","","Unscaled value of HashRowCo"
"2","10256","InitStringCompareCf                                             ","I","0","","Unscaled value of StringCompareCf"
"2","10257","InitStringCompareOv                                             ","I","0","","Unscaled value of StringCompareOv"
"2","10258","InitCaseExprOv                                                  ","I","0","","Unscaled value of CaseExprOv"
"2","10259","InitPPILoadCf                                                   ","I","0","","Unscaled value of PPILoadCf"
"2","10260","InitPPILoadOv                                                   ","I","0","","Unscaled value of PPILoadOv"
"2","10261","InitLowSkewAllowance                                            ","I","0","","Unscaled value of LowSkewAllowance"
"2","10262","InitPPIRowAccessCf                                              ","I","0","","Unscaled value of PPIRowAccessCf"
"2","10263","InitPPIRowAccessOv                                              ","I","0","","Unscaled value of PPIRowAccessOv"
"2","10264","InitHTProbeNoMatchCo                                            ","I","0","","Unscaled value of HTProbeNoMatchCo"
"2","10265","InitHeapSortOv                                                  ","I","0","","Unscaled value of HeapSortOv"
"2","10266","InitHeapSortCf                                                  ","I","0","","Unscaled value of HeapSortCf"
"2","10267","InitHTProbeCf1                                                  ","I","0","","Unscaled value of HTProbeCf1"
"2","10268","InitHTProbeOv1                                                  ","I","0","","Unscaled value of HTProbeOv1"
"2","10269","InitHTProbeBd1                                                  ","I","0","","Unscaled value of HTProbeBd1"
"2","10270","InitHTProbeCf2                                                  ","I","0","","Unscaled value of HTProbeCf2"
"2","10271","InitHTProbeOv2                                                  ","I","0","","Unscaled value of HTProbeOv2"
"2","10272","InitCPSBRSeqCf1                                                 ","I","0","","Unscaled value of CPSBRSeqCf1"
"2","10273","InitCPSBRSeqOv1                                                 ","I","0","","Unscaled value of CPSBRSeqOv1"
"2","10274","InitCPSBRSeqBd                                                  ","I","0","","Unscaled value of CPSBRSeqBd"
"2","10275","InitCPSBRSeqCf2                                                 ","I","0","","Unscaled value of CPSBRSeqCf2"
"2","10276","InitCPSBRSeqOv2                                                 ","I","0","","Unscaled value of CPSBRSeqOv2"
"2","10277","InitCPCNRSeqCf1                                                 ","I","0","","Unscaled value of CPCNRSeqCf1"
"2","10278","InitCPCNRSeqOv1                                                 ","I","0","","Unscaled value of CPCNRSeqOv1"
"2","10279","InitCPCNRSeqBd                                                  ","I","0","","Unscaled value of CPCNRSeqBd"
"2","10280","InitCPCNRSeqCf2                                                 ","I","0","","Unscaled value of CPCNRSeqCf2"
"2","10281","InitCPCNRSeqOv2                                                 ","I","0","","Unscaled value of CPCNRSeqOv2"
"2","10282","InitCPDelCf1                                                    ","I","0","","Unscaled value of CPDelCf1"
"2","10283","InitCPDelOv1                                                    ","I","0","","Unscaled value of CPDelOv1"
"2","10284","InitCPDelBd1                                                    ","I","0","","Unscaled value of CPDelBd1"
"2","10285","InitCPDelCf2                                                    ","I","0","","Unscaled value of CPDelCf2"
"2","10286","InitCPDelOv2                                                    ","I","0","","Unscaled value of CPDelOv2"
"2","10287","InitCPDelBd2                                                    ","I","0","","Unscaled value of CPDelBd2"
"2","10288","InitCPDelCf3                                                    ","I","0","","Unscaled value of CPDelCf3"
"2","10289","InitCPDelOv3                                                    ","I","0","","Unscaled value of CPDelOv3"
"2","10290","InitCPSBRProbeSameDBCo                                          ","I","0","","Unscaled value of CPSBRProbeSameDBCo"
"2","10291","InitCPCNRProbeSameDBCo                                          ","I","0","","Unscaled value of CPCNRProbeSameDBCo"
"2","10292","InitCPSBRProbeDiffDBCo                                          ","I","0","","Unscaled value of CPSBRProbeDiffDBCo"
"2","10293","InitCPCNRProbeDiffDBCo                                          ","I","0","","Unscaled value of CPCNRProbeDiffDBCo"
"2","10512","OptTableReadRate                                                ","C","0","","Disk array read access rate for a table. Number of table block reads per second at assumed block size."
"2","10513","OptSpoolReadRate                                                ","C","0","","Disk array read access rate for a spool. Number of spool block reads per second at assumed block size."
"2","10514","OptIndexReadRate                                                ","C","0","","Disk array read access rate for an index. Number of index block reads per second at assumed block size."
"2","10515","OptTableWriteRate                                               ","C","0","","Disk array write access rate for a table. Number of table block writes per second at assumed block size."
"2","10516","OptSpoolWriteRate                                               ","C","0","","Disk array write access rate for a spool. Number of spool block writes per second at assumed block size."
"2","10517","OptIndexWriteRate                                               ","C","0","","Disk array write access rate for an index. Number of index block writes per second at assumed block size."
"2","10600","OptByNetRedOvhd                                                 ","C","0","","Defines the network row redistribution overhead cost, point-to-point message. Estimated number of milliseconds."
"2","10601","OptByNetRedCost                                                 ","C","0","","Defines the network row redistribution cost per byte, point-to-point message. Estimated number of milliseconds."
"2","10602","OptByNetDupOvhd                                                 ","C","0","","Defines the network row duplication overhead cost,  broadcast message. Estimated number of milliseconds."
"2","10603","OptByNetDupCost                                                 ","C","0","","Defines the network row duplication cost per byte,  broadcast message. Estimated number of milliseconds."
"2","10620","OptRowAccessCost                                                ","C","0","","The CPU cost of accessing a row in memory. Estimated number of milliseconds."
"2","10621","OptOutputRowCost                                                ","C","0","","The CPU overhead cost for building an output row. Estimated number of milliseconds."
"2","10622","OptRedistributeCost                                             ","C","0","","The CPU cost of redistributing a row. Estimated number of milliseconds."
"2","10623","OptSynonymCost                                                  ","C","0","","The CPU cost of accessing a row by using an index. Estimated number of milliseconds."
"2","10624","OptRowIDCost                                                    ","C","0","","The CPU cost of accessing a row thru a RowID list. Estimated number of milliseconds."
"2","10625","OptBMAndRowCost                                                 ","C","0","","The CPU cost to AND two bit map rows of 16KB each. The bitmap consists of multiple bitmap rows. Estimated number of milliseconds."
"2","10626","OptBitCost                                                      ","C","0","","The CPU cost to check or set bit map given a row ID. Estimated number of milliseconds."
"2","10627","OptCharFieldCost                                                ","C","0","","The CPU cost of building a one character field. Estimated number of milliseconds."
"2","10628","OptNumFieldCost                                                 ","C","0","","The CPU cost of building a single numeric field. Estimated number of milliseconds."
"2","10629","OptOvhdOfRowCompCost                                            ","C","0","","The CPU cost of a sort row comparison. Estimated number of milliseconds."
"2","10630","OptBMWriteRowCost                                               ","C","0","","The IO cost to write and then read a bit map row of 16KB to the spool. Estimated number of milliseconds."
"2","10650","BlockProcessOv                                                  ","C","0","","Overhead term of the BPIO formula"
"2","10651","BlockProcessCf                                                  ","C","0","","Coefficient of linear term in the BPIO formula"
"2","10654","AccessRowOv1                                                    ","C","0","","Overhead term of the 1-st scan row access cost formula segment"
"2","10655","AccessRowCf1                                                    ","C","0","","Coefficient of linear term in the 1-st scan row access cost formula segment"
"2","10656","AccessRowBd1                                                    ","C","0","","Boundary value of the 1-st scan row access cost formula segment"
"2","10657","AccessRowOv2                                                    ","C","0","","Overhead term of the 2-nd scan row access cost formula segment"
"2","10658","AccessRowCf2                                                    ","C","0","","Coefficient of linear term in the 2-nd scan row access cost formula segment"
"2","10661","RowDupOv1                                                       ","C","0","","Overhead term of the 1-st row duplication cost formula segment"
"2","10662","RowDupCf1                                                       ","C","0","","Coefficient of linear term in the 1-st row duplication cost formula segment"
"2","10663","RowDupBd1                                                       ","C","0","","Boundary value of the 1-st row duplication cost formula segment"
"2","10664","RowDupOv2                                                       ","C","0","","Overhead term of the 2-nd row duplication cost formula segment"
"2","10665","RowDupCf2                                                       ","C","0","","Coefficient of linear term in the 2-nd row duplication cost formula segment"
"2","10666","RowRedistOv                                                     ","C","0","","Overhead term of the row redistribution cost formula"
"2","10667","RowRedistCf                                                     ","C","0","","Coefficient of linear term in the row redistribution cost formula"
"2","10671","SortBufSize                                                     ","C","0","","Sort buffer size in bytes for sort cost formula"
"2","10672","MergeSortOv                                                     ","C","0","","Overhead cost per merge level for merge-sorting a row"
"2","10673","MergeSortCf                                                     ","C","0","","Per byte cost per merge level for merge-sorting a row"
"2","10676","AggrCacheHitOv                                                  ","C","0","","Overhead term of cache hit row access cost expression in aggregation cost formula"
"2","10677","AggrCacheHitCf                                                  ","C","0","","Coefficient of linear term of cache hit row access cost expression in aggregation cost formula"
"2","10678","AggrCacheMissOv                                                 ","C","0","","Overhead term of cache miss row access cost expression in aggregation cost formula"
"2","10679","AggrCacheMissCf                                                 ","C","0","","Coefficient of linear term of cache miss row access cost expression in aggregation cost formula"
"2","10681","PIRowAccessCo                                                   ","C","0","","Cost of positioning into a row in the PI access cost formula"
"2","10682","PIOvhdCo                                                        ","C","0","","Overhead in the PI access cost formula"
"2","10683","USIOvhdCo                                                       ","C","0","","Overhead in the USI access cost formula"
"2","10684","NUSIOvhdOv                                                      ","C","0","","Overhead in the NUSI access cost formula"
"2","10685","NUSIOvhdCf                                                      ","C","0","","Linear coefficient in the NUSI access cost formula"
"2","10686","BitMapBuildOvhdOv                                               ","C","0","","Overhead term in the bit map build overhead cost formula"
"2","10687","BitMapBuildOvhdCf                                               ","C","0","","Linear coefficient in the bit map build overhead cost formula"
"2","10688","BitMapBuildCf                                                   ","C","0","","Coefficient of linear term in the bit map build cost formula"
"2","10689","BitMapCheckOv                                                   ","C","0","","Overhead term in the bit map check cost formula"
"2","10690","BitMapCheckCf                                                   ","C","0","","Coefficient of linear term in the bit map check cost formula"
"2","10691","BitMapWriteReadOv                                               ","C","0","","Overhead term in the bit map write and read cost formula"
"2","10692","BitMapWriteReadCf                                               ","C","0","","Coefficient of linear term in the bit map write and read cost formula"
"2","10693","RowID2BitMapOvhdOv                                              ","C","0","","Overhead term in the rowid to bit map overhead cost formula"
"2","10694","RowID2BitMapOvhdCf                                              ","C","0","","Linear coefficient in the rowid to bit map overhead cost formula"
"2","10695","RowID2BitMapCf                                                  ","C","0","","Coefficient of linear term in the rowid to bitmap cost formula"
"2","10696","SpoolWriteI4Co                                                  ","C","0","","CPU cost increment for integral numeric field"
"2","10697","SpoolWriteFloatCo                                               ","C","0","","CPU cost increment for floating point numeric field"
"2","10698","SpoolWriteRowOv                                                 ","C","0","","Overhead of building a spool output row"
"2","10699","SpoolWriteByteOv                                                ","C","0","","Overhead cost for a string field"
"2","10700","SpoolWriteByteCf                                                ","C","0","","Per-byte cost of a string field"
"2","10701","AddDateCo                                                       ","C","0","","Cost for date type addition"
"2","10702","AddTimeCo                                                       ","C","0","","Cost for time type addition"
"2","10703","AddTimeStampCo                                                  ","C","0","","Cost for time stamp type addition"
"2","10704","AddDecimalCo                                                    ","C","0","","Cost for decimal type addition"
"2","10705","AddRealCo                                                       ","C","0","","Cost for real type addition"
"2","10706","AddIntegerCo                                                    ","C","0","","Cost for integer type addition"
"2","10707","AddIntervalCo                                                   ","C","0","","Cost for interval type addition"
"2","10708","AddInteger64Co                                                  ","C","0","","Cost for 64 bits integer type addition"
"2","10709","SubstIntervalCo                                                 ","C","0","","Cost for interval type substraction"
"2","10710","MultDecimalCo                                                   ","C","0","","Cost for decimal  type multiplication"
"2","10711","MultRealCo                                                      ","C","0","","Cost for real type multiplication"
"2","10712","MultIntegerCo                                                   ","C","0","","Cost for integer type multiplication"
"2","10713","MultIntervalCo                                                  ","C","0","","Cost for interval type multiplication"
"2","10714","DivDecimalCo                                                    ","C","0","","Cost for decimal type division"
"2","10715","DivRealCo                                                       ","C","0","","Cost for real type division"
"2","10716","DivIntegerCo                                                    ","C","0","","Cost for integer type division"
"2","10717","DivIntervalCo                                                   ","C","0","","Cost for interval type division"
"2","10718","ModDecimalCo                                                    ","C","0","","Cost for decimal type modulo"
"2","10719","ModRealCo                                                       ","C","0","","Cost for real type modulo"
"2","10720","ModIntegerCo                                                    ","C","0","","Cost for integer type modulo"
"2","10721","ExponentCo                                                      ","C","0","","Cost for exponent operation"
"2","10722","NegDecimalCo                                                    ","C","0","","Cost for decimal type negation"
"2","10723","NegRealCo                                                       ","C","0","","Cost for real type negation"
"2","10724","NegIntegerCo                                                    ","C","0","","Cost for integer type negation"
"2","10725","AbsDecimalCo                                                    ","C","0","","Cost for decimal type absolution"
"2","10726","AbsRealCo                                                       ","C","0","","Cost for real type absolution"
"2","10727","AbsIntegerCo                                                    ","C","0","","Cost for integer type absolution"
"2","10728","Log10Co                                                         ","C","0","","Cost for log base 10 operation"
"2","10729","LogECo                                                          ","C","0","","Cost for natural log operation"
"2","10730","SqrtCo                                                          ","C","0","","Cost for square root operation"
"2","10731","TrigonometricCo                                                 ","C","0","","Cost for a Trigonometrical function"
"2","10732","HyperbolicSinCosCo                                              ","C","0","","Cost for Hyperbolic sin or cos function"
